,,Overall,Overall,Overall,Overall,Overall,Overall,,Conf.,Conf.,,Home,Home,,Away,Away,,Points,Points,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals
88,Eastern Washington,34,16,18,.471,-6.77,-4.17,,12,8,,9,4,,4,13,,72.4,74.3,,40.6,25.8,60.0,.429,9.12,26.1,.350,11.7,16.1,.729,8.79,35.1,13.7,5.88,2.97,11.8,18.6
89,Elon,32,11,21,.344,-11.53,-3.56,,7,11,,5,11,,6,7,,70.8,76.4,,40.3,25.4,58.2,.436,10.5,29.5,.355,9.59,13.8,.693,8.28,33.8,14.6,4.22,1.94,12.9,16.8
90,Evansville,32,11,21,.344,-3.84,0.13,,5,13,,9,7,,2,13,,69.8,72.4,,40.5,23.3,55.5,.421,8.25,24.3,.340,14.9,20.6,.721,6.72,34.2,12.3,5.78,2.78,13.0,18.8
91,Fairfield,31,9,22,.290,-10.20,-7.14,,6,12,,5,7,,3,13,,66.8,69.9,,40.0,24.5,56.6,.434,8.35,23.9,.350,9.39,13.5,.693,8.81,31.2,12.9,6.52,2.03,14.1,19.7
92,Fairleigh Dickinson NCAA,35,21,14,.600,-6.09,-7.24,,12,6,,13,4,,7,9,,74.9,71.9,,40.6,26.3,55.4,.475,7.69,19.2,.400,14.5,20.1,.725,9.23,33.0,13.9,7.46,3.77,13.6,16.5
93,Florida A&M,31,12,19,.387,-13.57,-8.09,,9,7,,6,3,,6,14,,62.2,66.4,,40.2,23.2,52.9,.438,5.81,15.8,.368,9.97,16.2,.614,9.29,32.0,11.5,7.29,3.58,16.1,18.7
94,Florida Atlantic,33,17,16,.515,-1.42,-1.76,,8,10,,9,5,,6,9,,70.4,68.0,,40.5,24.5,59.7,.410,8.79,27.1,.324,12.5,16.7,.751,11.1,39.3,12.7,5.58,2.82,14.7,17.4
95,Florida Gulf Coast,32,14,18,.438,-5.11,-1.48,,9,7,,10,4,,4,10,,71.3,73.8,,40.0,25.3,55.8,.453,8.41,22.6,.372,12.3,18.4,.668,8.50,33.3,14.0,6.84,4.16,15.0,16.1
96,Florida International,34,20,14,.588,-4.55,-1.45,,10,8,,12,4,,6,9,,82.3,80.4,,40.0,29.0,65.9,.440,8.21,27.1,.302,16.1,25.1,.640,10.8,35.8,14.4,10.6,4.50,14.0,19.3
97,Florida State NCAA,37,29,8,.784,17.99,10.26,,13,5,,15,1,,6,4,,74.9,67.2,,40.5,25.9,58.7,.442,7.35,22.1,.332,15.6,21.0,.744,11.3,37.6,12.8,7.19,4.35,13.3,19.1
98,Florida NCAA,36,20,16,.556,15.42,11.22,,9,9,,9,6,,5,6,,67.8,63.6,,40.4,23.8,56.0,.425,8.08,24.2,.334,12.1,16.8,.721,10.4,33.4,12.1,7.14,3.64,11.7,17.1
99,Fordham,32,12,20,.375,-5.02,-2.40,,3,15,,9,10,,3,8,,65.9,66.9,,40.5,23.7,59.1,.402,8.63,26.0,.332,9.81,14.4,.680,9.53,33.8,11.3,5.88,3.38,10.8,17.5
100,Fresno State,32,23,9,.719,8.99,0.67,,13,5,,13,4,,7,3,,76.5,67.6,,40.2,26.5,58.3,.454,10.7,28.0,.381,12.9,17.9,.720,9.38,35.5,14.3,7.13,3.47,12.5,18.5
101,Furman,33,25,8,.758,7.46,-1.50,,13,5,,13,3,,11,4,,77.6,66.1,,40.6,28.2,59.5,.474,10.2,28.3,.361,11.0,15.4,.717,9.88,35.5,15.9,8.73,4.15,12.3,14.6
102,Gardner-Webb NCAA,35,23,12,.657,-2.61,-4.43,,11,6,,13,0,,8,9,,77.7,70.5,,40.9,27.3,56.1,.487,8.03,20.5,.391,15.1,21.2,.711,7.74,34.0,14.3,6.80,2.89,11.6,16.0
103,George Mason,33,18,15,.545,0.84,0.08,,11,7,,11,6,,6,6,,70.1,69.4,,40.3,25.0,56.2,.445,6.36,19.3,.330,13.8,19.2,.716,9.79,35.3,12.1,6.18,2.94,13.0,17.1
104,George Washington,33,9,24,.273,-6.65,1.20,,4,14,,6,11,,2,10,,63.5,71.4,,40.6,22.6,55.8,.404,5.94,19.1,.311,12.5,18.2,.685,8.30,33.8,11.4,5.15,2.91,12.5,15.9
105,Georgetown,33,19,14,.576,6.80,5.31,,9,9,,13,6,,5,6,,79.5,78.1,,41.1,27.1,61.1,.443,8.15,22.9,.355,17.2,23.4,.737,10.6,39.4,16.4,6.00,3.97,13.4,17.6
106,Georgia Southern,33,21,12,.636,3.75,0.13,,12,6,,10,4,,7,7,,82.6,75.4,,40.3,30.7,61.5,.499,6.18,19.2,.323,15.1,21.8,.692,9.70,36.1,12.2,7.73,4.00,13.7,17.9
107,Georgia State NCAA,34,24,10,.706,2.44,0.65,,13,5,,13,1,,7,7,,76.4,73.3,,40.0,26.6,57.9,.459,9.71,25.3,.384,13.6,20.4,.666,8.03,32.6,12.2,7.91,4.65,11.5,17.1
108,Georgia Tech,32,14,18,.438,6.93,8.15,,6,12,,11,7,,3,9,,65.3,66.6,,40.2,23.6,53.6,.440,5.50,17.9,.307,12.7,18.4,.689,8.19,33.6,13.5,6.91,5.19,14.3,17.5
109,Georgia,32,11,21,.344,5.31,8.12,,2,16,,8,9,,2,9,,71.1,73.9,,40.0,24.3,55.0,.441,6.56,20.4,.322,16.0,22.7,.705,11.2,38.0,13.2,5.78,5.09,15.8,17.7
110,Gonzaga NCAA,37,33,4,.892,27.79,5.01,,16,0,,17,0,,9,1,,87.6,64.9,,40.0,31.8,60.5,.526,7.76,21.4,.363,16.3,21.4,.761,9.57,39.0,18.1,7.51,5.51,10.6,16.3
111,Grambling,34,17,17,.500,-9.73,-9.34,,10,8,,11,3,,6,12,,71.4,68.7,,40.3,24.5,54.3,.452,6.56,16.3,.403,15.7,23.0,.685,9.03,37.9,12.4,5.68,4.32,15.8,20.6
112,Grand Canyon,34,20,14,.588,3.85,-1.49,,10,6,,12,2,,5,8,,75.3,69.2,,40.3,26.7,59.0,.452,7.56,22.9,.331,14.3,19.6,.731,10.3,36.4,14.1,6.09,2.21,12.1,17.6
113,Green Bay,38,21,17,.553,-2.24,-0.36,,10,8,,15,3,,5,13,,81.3,79.9,,40.4,29.1,63.5,.458,7.97,23.1,.345,15.1,21.5,.703,9.89,37.0,15.2,7.66,4.05,13.2,19.2
114,Hampton,35,18,17,.514,-3.34,-5.06,,9,7,,12,3,,6,12,,81.3,76.3,,40.9,27.6,63.9,.432,8.31,24.1,.345,17.8,22.6,.787,10.4,39.1,13.9,6.14,3.46,10.8,18.5
115,Hartford,33,18,15,.545,-3.95,-4.89,,10,6,,10,4,,8,9,,75.1,72.9,,40.8,25.7,56.4,.455,9.76,25.6,.381,13.9,18.8,.742,8.42,31.8,14.0,6.91,2.09,12.2,16.8
116,Harvard,31,19,12,.613,1.86,0.66,,10,4,,9,2,,8,9,,71.7,70.1,,40.8,25.4,55.2,.460,8.39,23.3,.360,12.5,17.4,.721,9.29,36.1,11.9,5.61,3.97,15.8,17.9
117,Hawaii,31,18,13,.581,-1.30,-3.61,,9,7,,12,5,,4,5,,72.3,68.7,,40.3,25.4,56.3,.451,8.58,24.2,.354,12.9,18.6,.693,8.97,34.0,15.4,5.03,2.13,11.9,17.9
118,High Point,31,16,15,.516,-5.63,-4.39,,9,7,,9,4,,5,8,,68.2,67.9,,40.5,24.6,55.5,.444,5.81,18.8,.309,13.2,19.5,.676,11.7,38.2,13.0,5.48,2.94,13.1,16.2
119,Hofstra,35,27,8,.771,4.68,-4.53,,15,3,,15,1,,10,6,,83.4,72.9,,41.1,28.5,58.7,.486,8.80,22.9,.385,17.6,21.9,.802,8.71,33.4,14.1,6.51,3.49,9.77,15.0
120,Holy Cross,33,16,17,.485,-6.43,-4.01,,6,12,,8,6,,6,11,,67.2,69.6,,40.5,25.7,55.6,.462,7.18,20.3,.354,8.58,12.8,.667,6.67,27.8,15.5,7.30,3.85,10.6,14.6
121,Houston Baptist,30,12,18,.400,-9.36,-5.53,,8,10,,9,4,,3,13,,82.2,82.8,,40.8,28.8,63.2,.456,6.67,19.6,.340,17.8,26.4,.675,13.6,38.1,15.0,7.80,1.80,14.7,19.8
122,Houston NCAA,37,33,4,.892,18.91,4.61,,16,2,,19,1,,10,1,,75.3,61.0,,40.0,26.5,59.5,.446,9.00,25.4,.355,13.2,18.8,.703,12.1,40.6,14.8,6.49,4.35,11.1,19.1
123,Howard,34,17,17,.500,-12.30,-9.52,,10,6,,6,8,,9,8,,78.9,78.3,,40.3,27.6,63.6,.433,7.18,19.7,.365,16.6,22.9,.726,11.6,36.9,13.6,5.82,4.24,12.6,19.2
124,Idaho State,30,11,19,.367,-13.17,-4.81,,7,13,,6,7,,5,11,,73.3,79.0,,40.0,26.0,58.1,.447,9.13,25.1,.364,12.2,16.6,.735,9.17,32.5,12.8,5.13,2.93,12.0,16.6
125,Idaho,32,5,27,.156,-18.74,-6.19,,2,18,,4,11,,1,13,,67.9,76.9,,40.2,24.3,55.1,.441,7.84,21.2,.370,11.5,15.8,.724,8.06,33.2,12.5,4.06,1.66,13.5,18.2
126,Illinois-Chicago,32,16,16,.500,-3.15,-1.99,,10,8,,12,4,,4,12,,74.7,74.5,,40.5,27.0,58.8,.459,9.47,26.8,.354,11.2,16.4,.682,8.47,34.6,14.9,6.56,3.88,14.3,21.4
127,Illinois State,33,17,16,.515,-2.06,0.25,,9,9,,12,4,,2,10,,68.4,70.1,,40.3,24.6,57.2,.431,7.39,22.2,.332,11.7,16.4,.717,9.03,34.5,12.8,4.91,3.21,12.6,17.5
128,Illinois,33,12,21,.364,8.95,11.53,,7,13,,9,6,,1,9,,72.7,75.2,,40.5,26.1,60.6,.431,7.85,22.8,.345,12.6,17.9,.702,10.6,33.1,13.5,7.42,2.61,13.2,21.2
129,Incarnate Word,31,6,25,.194,-18.93,-5.11,,1,17,,5,9,,0,14,,65.9,76.0,,40.5,22.9,49.3,.466,5.61,16.4,.343,14.5,17.8,.810,6.58,27.3,11.4,5.94,1.71,16.3,19.1
130,Indiana State,31,15,16,.484,-2.72,0.62,,7,11,,9,5,,4,9,,69.2,71.5,,40.3,24.4,55.5,.440,5.74,15.8,.363,14.6,20.0,.731,8.06,32.5,11.0,6.68,2.35,13.0,18.9
131,Indiana,35,19,16,.543,13.82,10.10,,8,12,,15,6,,3,9,,71.5,67.8,,40.6,26.3,57.4,.457,6.03,19.3,.312,13.0,19.9,.655,9.74,36.3,13.4,6.46,4.40,12.4,17.0
132,Iona NCAA,33,17,16,.515,-4.78,-5.50,,12,6,,8,3,,5,9,,76.7,76.0,,40.0,26.0,57.5,.452,9.00,25.6,.351,15.8,21.2,.745,8.58,34.9,13.1,6.76,2.73,12.3,17.1
133,Iowa State NCAA,35,23,12,.657,18.07,9.30,,9,9,,12,4,,5,6,,76.9,68.1,,40.0,27.8,58.5,.476,8.40,23.2,.363,12.9,17.6,.732,9.34,35.1,15.1,7.06,4.57,10.8,14.8
134,Iowa NCAA,35,23,12,.657,14.27,9.84,,10,10,,14,4,,4,6,,78.3,73.9,,40.4,26.1,57.3,.456,8.14,22.3,.364,17.9,24.3,.739,10.2,35.6,15.5,6.03,3.20,12.2,16.1
135,Purdue-Fort Wayne,33,18,15,.545,-3.47,-3.60,,9,7,,11,5,,6,9,,82.7,77.5,,40.3,30.0,62.4,.481,10.9,28.8,.379,11.7,16.9,.693,8.21,34.5,15.9,7.48,4.79,12.0,15.0
136,IUPUI,33,16,17,.485,-2.72,-3.04,,8,10,,11,4,,3,13,,76.0,73.6,,40.0,27.0,59.7,.453,7.09,21.1,.337,14.9,21.2,.702,12.2,37.4,14.3,6.91,3.12,14.0,17.5
137,Jackson State,32,13,19,.406,-14.60,-9.33,,10,8,,9,4,,3,14,,61.7,65.8,,40.2,22.4,55.4,.404,4.84,17.3,.280,12.0,19.0,.634,10.3,35.2,11.2,6.53,3.88,13.6,20.1
138,Jacksonville State,33,24,9,.727,1.59,-5.47,,15,3,,11,1,,10,7,,78.0,69.2,,40.8,28.9,62.5,.462,6.06,19.2,.315,14.2,19.1,.743,12.1,39.7,13.7,7.42,4.18,13.3,16.8
139,Jacksonville,32,12,20,.375,-8.27,-4.74,,5,11,,5,8,,6,11,,74.5,75.1,,40.2,27.8,61.0,.455,6.66,20.2,.330,12.3,18.2,.677,10.3,36.3,14.3,6.66,5.19,14.5,16.3
140,James Madison,33,14,19,.424,-8.52,-4.07,,6,12,,8,6,,4,11,,70.4,73.0,,40.9,24.9,56.3,.442,7.36,20.3,.363,13.2,18.4,.720,10.5,34.0,12.2,6.39,3.06,12.7,18.5
141,Kansas State NCAA,34,25,9,.735,15.39,9.18,,14,4,,13,2,,7,5,,65.8,59.6,,40.0,23.7,55.2,.429,7.09,21.2,.334,11.3,16.9,.667,9.56,33.4,13.6,7.53,2.24,11.3,16.2
142,Kansas NCAA,36,26,10,.722,18.35,12.79,,12,6,,16,0,,3,8,,75.7,70.1,,40.4,27.5,59.1,.465,7.22,20.6,.350,13.5,19.2,.705,10.4,38.2,13.3,6.75,3.86,13.1,16.9
143,Kennesaw State,32,6,26,.188,-16.17,-1.04,,3,13,,6,8,,0,15,,63.4,76.7,,40.2,23.2,60.8,.381,4.25,13.7,.311,12.8,18.4,.695,11.6,36.3,11.3,5.78,3.31,13.7,16.4
144,Kent State,33,22,11,.667,1.26,0.61,,11,7,,14,3,,8,7,,75.2,73.2,,40.3,26.6,61.6,.432,7.91,23.5,.337,14.1,19.4,.724,12.5,35.9,13.0,6.85,3.61,11.5,18.2
145,Kentucky NCAA,37,30,7,.811,21.43,10.29,,15,3,,17,1,,8,2,,75.8,64.7,,40.3,26.4,55.4,.477,5.81,16.4,.354,17.2,23.2,.739,11.5,38.6,13.5,5.95,4.76,12.6,16.2
146,La Salle,31,10,21,.323,-3.61,1.29,,8,10,,5,9,,3,8,,67.5,72.4,,40.0,23.2,58.0,.400,8.35,25.3,.331,12.7,16.5,.770,10.6,34.2,12.6,7.42,3.16,14.0,20.3
147,Lafayette,30,10,20,.333,-11.17,-4.93,,7,11,,4,11,,6,9,,73.6,78.3,,40.7,26.7,59.5,.449,9.33,24.5,.380,10.8,14.6,.744,7.77,33.5,14.0,5.27,4.20,13.4,17.2
148,Lamar,33,20,13,.606,-5.94,-7.22,,12,6,,13,2,,6,10,,78.7,70.4,,40.6,27.3,59.9,.456,6.91,20.1,.343,17.1,24.9,.687,13.5,38.8,14.6,8.58,2.94,14.3,18.8
149,Lehigh,31,20,11,.645,-2.34,-4.46,,12,6,,11,3,,9,8,,80.0,77.8,,40.3,27.6,57.3,.482,9.26,21.9,.423,15.5,20.0,.774,7.48,35.6,15.2,5.52,2.29,13.5,18.4
150,Liberty NCAA,36,29,7,.806,5.27,-3.88,,14,2,,16,1,,11,3,,73.7,61.4,,40.0,26.8,54.9,.487,8.94,24.3,.369,11.3,14.6,.775,7.50,32.6,14.8,6.19,2.67,11.0,15.1
151,Lipscomb,37,29,8,.784,9.21,-1.20,,14,2,,14,3,,14,4,,83.1,70.2,,40.0,28.9,60.3,.480,8.84,23.7,.373,16.4,21.6,.758,8.89,37.2,17.7,7.24,2.92,13.2,17.1
152,Cal State Long Beach,34,15,19,.441,-4.57,-0.44,,8,8,,9,5,,4,12,,74.9,76.0,,40.4,25.8,59.7,.432,6.38,18.5,.344,16.9,24.4,.691,11.1,37.1,11.7,6.44,3.09,14.1,18.2
153,Long Island University,32,16,16,.500,-8.99,-9.08,,9,9,,8,5,,7,9,,74.2,73.0,,40.2,25.7,58.8,.437,8.66,25.4,.341,14.1,20.1,.703,10.0,37.4,13.4,6.81,4.91,14.7,19.1
154,Longwood,34,16,18,.471,-8.43,-6.62,,5,11,,10,5,,5,12,,70.8,70.8,,40.4,23.6,55.1,.428,9.79,27.6,.355,13.8,18.8,.732,8.35,35.1,11.8,6.18,2.09,14.0,18.4
155,Louisiana,32,19,13,.594,-2.07,-1.51,,10,8,,10,4,,7,7,,81.6,80.5,,40.3,28.2,63.3,.445,8.84,25.7,.345,16.5,22.2,.742,11.4,35.7,15.2,7.06,3.91,13.2,19.1
156,Louisiana-Monroe,35,19,16,.543,0.81,-1.96,,9,9,,14,3,,4,12,,79.2,75.3,,40.7,26.3,58.0,.454,10.1,25.5,.396,16.5,21.1,.782,9.06,33.6,14.2,5.89,2.23,11.4,15.6
157,Louisiana State NCAA,35,28,7,.800,16.50,9.16,,16,2,,15,2,,9,1,,80.4,73.1,,41.0,28.2,61.8,.457,6.74,21.1,.319,17.2,22.9,.752,13.1,38.7,12.9,8.80,4.23,12.9,18.1
158,Louisiana Tech,33,20,13,.606,0.95,-2.31,,9,9,,15,1,,4,10,,72.3,67.7,,40.5,25.5,58.4,.436,7.67,22.9,.335,13.7,20.9,.657,11.2,36.5,13.3,5.76,3.48,11.7,16.2
159,Louisville NCAA,34,20,14,.588,17.28,11.04,,10,8,,14,4,,5,6,,74.6,68.4,,40.6,25.1,57.9,.434,8.65,25.3,.342,15.7,20.2,.777,10.1,38.1,13.5,4.38,2.91,12.1,17.4
160,Loyola (IL),34,20,14,.588,3.99,-0.16,,12,6,,13,4,,5,7,,65.6,60.8,,40.0,24.4,49.6,.493,6.06,16.6,.366,10.7,16.0,.666,5.59,29.8,13.8,6.47,2.29,12.0,13.9
161,Loyola Marymount,34,22,12,.647,2.93,0.90,,8,8,,12,4,,8,7,,67.0,62.5,,40.0,24.0,52.9,.454,4.79,15.0,.320,14.1,19.0,.746,9.24,32.3,13.5,7.35,3.00,12.5,17.7
162,Loyola (MD),32,11,21,.344,-9.13,-4.60,,7,11,,7,5,,3,16,,72.9,77.4,,40.5,26.3,57.4,.459,6.56,19.3,.341,13.7,19.3,.710,9.13,31.2,14.0,8.69,2.28,13.9,17.9
163,Maine,32,5,27,.156,-15.11,-4.21,,3,13,,3,9,,2,18,,62.1,71.0,,40.9,23.3,54.0,.432,6.28,20.2,.311,9.16,14.1,.648,8.75,31.7,14.7,7.47,2.94,14.4,17.7
164,Manhattan,32,11,21,.344,-12.89,-7.32,,8,10,,4,9,,4,11,,57.3,62.8,,40.2,20.3,50.3,.405,6.84,20.7,.331,9.75,16.7,.584,10.2,32.1,11.3,6.91,2.44,15.2,21.0
165,Marist,31,12,19,.387,-9.49,-7.53,,7,11,,4,7,,6,11,,67.3,69.3,,40.3,23.8,53.1,.449,7.90,21.8,.363,11.7,17.1,.685,7.77,31.2,12.2,5.55,1.71,12.5,18.8
166,Marquette NCAA,34,24,10,.706,14.78,6.96,,12,6,,16,3,,6,4,,77.3,69.5,,40.4,26.3,57.9,.454,9.38,24.2,.388,15.4,20.4,.757,9.74,38.0,13.4,4.94,4.26,13.7,18.7
167,Marshall,37,23,14,.622,-0.64,-0.61,,11,7,,16,3,,6,10,,80.5,80.5,,40.4,28.3,64.0,.442,9.78,28.6,.342,14.1,19.5,.722,8.62,34.1,14.2,9.03,4.59,12.2,17.9
168,Maryland-Baltimore County,34,21,13,.618,-5.85,-5.85,,11,5,,13,4,,6,8,,67.5,64.0,,41.2,24.1,55.7,.433,7.68,23.7,.323,11.6,16.9,.689,8.71,33.7,13.3,7.88,2.44,12.6,17.0
169,Maryland-Eastern Shore,32,7,25,.219,-24.21,-7.91,,5,11,,5,7,,2,17,,57.3,71.6,,40.2,20.8,53.3,.391,5.38,19.1,.282,10.3,15.3,.673,8.25,30.9,11.3,5.81,2.19,13.5,18.0
170,Maryland NCAA,34,23,11,.676,16.01,10.09,,13,7,,15,3,,6,5,,71.4,65.5,,40.0,25.2,56.1,.449,7.26,20.8,.349,13.7,18.4,.743,11.1,39.3,13.1,4.35,4.79,12.9,15.5
171,Massachusetts-Lowell,32,15,17,.469,-8.28,-6.95,,7,9,,8,5,,5,12,,76.8,75.6,,40.3,27.3,57.9,.472,7.69,22.5,.341,14.4,20.0,.720,9.16,34.8,15.6,5.66,2.66,14.0,18.4
172,Massachusetts,32,11,21,.344,-3.02,-0.18,,4,14,,9,8,,1,11,,70.7,73.6,,40.3,25.3,57.2,.441,8.00,22.9,.350,12.2,17.9,.681,10.7,35.1,14.6,4.81,2.91,13.9,20.1
173,McNeese State,31,9,22,.290,-14.41,-6.15,,5,13,,7,8,,2,14,,69.3,74.3,,40.2,24.5,54.1,.453,5.42,17.7,.307,14.9,20.9,.713,10.0,34.0,13.8,4.74,3.13,14.5,15.1
174,Memphis,36,22,14,.611,10.70,5.09,,11,7,,17,2,,3,8,,80.1,74.4,,40.3,28.1,62.2,.453,7.22,22.4,.322,16.6,23.2,.714,12.1,37.7,15.4,8.00,4.00,14.9,20.5
175,Mercer,31,11,20,.355,-2.86,-0.24,,6,12,,9,6,,2,12,,72.5,72.5,,40.2,25.4,56.3,.451,7.35,21.4,.344,14.4,20.9,.688,9.90,34.1,12.7,6.68,2.58,13.1,18.0
176,Miami (FL),32,14,18,.438,9.39,8.70,,5,13,,11,5,,0,10,,71.8,71.1,,40.2,25.2,57.8,.435,8.38,25.2,.333,13.1,17.8,.735,9.09,33.2,12.9,6.63,3.13,11.6,14.5
